rowid,rec_url,rec_compiledRelease_ocid,rec_compiledRelease_date,rec_compiledRelease_tender_id,rec_compiledRelease_tender_title,rec_compiledRelease_tender_procuringEntity_name,rec_compiledRelease_tender_mainProcurementCategoryDetails,rec_compiledRelease_tender_statusDetails,rec_compiledRelease_tender_procuringEntity_id,rec_compiledRelease_tender_procurementMethodDetails,rec_compiledRelease_tender_id_tenderPeriod_durationInDays,rec_compiledRelease_tender_id_tenderPeriod_startDate,rec_compiledRelease_tender_id_tenderPeriod_endDate,recrel_url,recrel_id,recrel_tender_id,recrel_tender_statusDetails,recrel_tender_awardCriteria,recrel_tender_awardCriteriaDetails,recrel_tender_mainProcurementCategory,recrel_tender_mainProcurementCategoryDetails,recrel_tender_additionalProcurementCategories,recrel_tender_hasEnquiries,recrel_tender_value_amount,recrel_tender_value_currency,recrel_tender_awardPeriod_startDate,recrel_tender_procuringEntity_id,recrel_tender_procuringEntity_name
146,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-383252-1,2020-07-24T08:51:55-04:00,383252-adquisicion-alimentos-merienda-escolar-1,ADQUISICIÓN DE ALIMENTOS PARA MERIENDA ESCOLAR,Gobierno Departamental de Paraguarí (PARAGUARÍ),Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-78,383252-adquisicion-alimentos-merienda-escolar-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383252-adquisicion-alimentos-merienda-escolar-1-1595580715.77136,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383252-adquisicion-alimentos-merienda-escolar-1-1595580715.77136,383252-adquisicion-alimentos-merienda-escolar-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Productos Alimenticios,,False,5959311300,PYG,2020-07-08T07:15:00-04:00,DNCP-SICP-CODE-78,Gobierno Departamental de Paraguarí (PARAGUARÍ)
147,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-379334-1,2020-07-24T07:57:39-04:00,379334-adquisicion-articulos-seguridad-sanitaria-funcionarios-puestos-control-migratorio-pa-1,"""ADQUISICIÓN DE ARTÍCULOS DE SEGURIDAD SANITARIA PARA FUNCIONARIOS DE LOS PUESTOS DE CONTROL MIGRATORIO DEL PAIS PARA EVITAR CONTAGIO DEL VIRUS COVID-19 (CORONAVIRUS)"" VIA EXCEPCION",Direccion General de Migraciones / Ministerio del Interior,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-1382,379334-adquisicion-articulos-seguridad-sanitaria-funcionarios-puestos-control-migratorio-pa-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/379334-adquisicion-articulos-seguridad-sanitaria-funcionarios-puestos-control-migratorio-pa-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/379334-adquisicion-articulos-seguridad-sanitaria-funcionarios-puestos-control-migratorio-pa-1-1595577459.66936,379334-adquisicion-articulos-seguridad-sanitaria-funcionarios-puestos-control-migratorio-pa-1,Adjudicada,priceOnly,Por Total,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,32436000,PYG,2020-02-28T08:00:00-04:00,DNCP-SICP-CODE-1382,Direccion General de Migraciones / Ministerio del Interior
148,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382411-1,2020-07-24T07:57:39-04:00,382411-adquisicion-insumos-medicos-hospital-rigoberto-caballero-marco-emergencia-sanitaria-1,ADQUISICIÓN INSUMOS MÉDICOS PARA EL HOSPITAL RIGOBERTO CABALLERO EN EL MARCO DE LA EMERGENCIA SANITARIA COVID-19,Policia Nacional / Ministerio del Interior,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-1050,382411-adquisicion-insumos-medicos-hospital-rigoberto-caballero-marco-emergencia-sanitaria-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382411-adquisicion-insumos-medicos-hospital-rigoberto-caballero-marco-emergencia-sanitaria-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382411-adquisicion-insumos-medicos-hospital-rigoberto-caballero-marco-emergencia-sanitaria-1-1595577459.66936,382411-adquisicion-insumos-medicos-hospital-rigoberto-caballero-marco-emergencia-sanitaria-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,334200000,PYG,2020-04-03T14:10:00-04:00,DNCP-SICP-CODE-1050,Policia Nacional / Ministerio del Interior
149,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382317-1,2020-07-24T07:57:39-04:00,382317-adquisicion-insumos-camas-covid-19-1,ADQUISICION DE INSUMOS Y CAMAS PARA COVID 19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,382317-adquisicion-insumos-camas-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382317-adquisicion-insumos-camas-covid-19-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382317-adquisicion-insumos-camas-covid-19-1-1595577459.66936,382317-adquisicion-insumos-camas-covid-19-1,Adjudicada,priceOnly,Por Lote,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,85220500000,PYG,2020-04-01T12:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
150,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382259-1,2020-07-24T07:57:39-04:00,382259-adquisicion-toallas-papel-cuidado-covid-19-1,ADQUISICIÓN DE TOALLAS DE PAPEL PARA EL CUIDADO CONTRA EL COVID-19,Ministerio de la Defensa Pública - Defensoría (MDP),Bienes - Elementos e insumos de limpieza,Adjudicada,DNCP-SICP-CODE-342,382259-adquisicion-toallas-papel-cuidado-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382259-adquisicion-toallas-papel-cuidado-covid-19-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382259-adquisicion-toallas-papel-cuidado-covid-19-1-1595577459.66936,382259-adquisicion-toallas-papel-cuidado-covid-19-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Elementos e insumos de limpieza,,False,24625000,PYG,2020-03-30T10:00:00-04:00,DNCP-SICP-CODE-342,Ministerio de la Defensa Pública - Defensoría (MDP)
151,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382553-1,2020-07-24T07:57:39-04:00,382553-llamado-uep-mopc-n-34-2020-comparacion-precios-obras-complementarias-hospital-contin-1,LLAMADO UEP MOPC Nº 34/2020 COMPARACION DE PRECIOS OBRAS COMPLEMENTARIAS EN EL HOSPITAL DE CONTINGENCIA EN INERAM Y HOSPITAL NACIONAL DE ITAUGUÁ (EMERGENCIA COVID-19) ,Ministerio de Obras Públicas y Comunicaciones (MOPC),"Obras - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles",Adjudicada,DNCP-SICP-CODE-20,382553-llamado-uep-mopc-n-34-2020-comparacion-precios-obras-complementarias-hospital-contin-1,4.0,2020-04-17T17:14:47-04:00,2020-04-22T10:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382553-llamado-uep-mopc-n-34-2020-comparacion-precios-obras-complementarias-hospital-contin-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382553-llamado-uep-mopc-n-34-2020-comparacion-precios-obras-complementarias-hospital-contin-1-1595577459.66936,382553-llamado-uep-mopc-n-34-2020-comparacion-precios-obras-complementarias-hospital-contin-1,Adjudicada,priceOnly,Por Lote,works,"Obras - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles",works,False,8602889584,PYG,2020-04-22T10:30:00-04:00,DNCP-SICP-CODE-20,Ministerio de Obras Públicas y Comunicaciones (MOPC)
152,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382338-1,2020-07-24T07:57:39-04:00,382338-adquisicion-lavatorios-distintos-juzgados-circunscripcion-judicial-caazapa-1,Adquisición de lavatorios para los distintos juzgados de la Circunscripción Judicial de Caazapá.,Circunscripción Judicial del Dpto. Caazapa / Corte Suprema de Justicia,"Bienes - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.",Adjudicada,DNCP-SICP-CODE-1379,382338-adquisicion-lavatorios-distintos-juzgados-circunscripcion-judicial-caazapa-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382338-adquisicion-lavatorios-distintos-juzgados-circunscripcion-judicial-caazapa-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382338-adquisicion-lavatorios-distintos-juzgados-circunscripcion-judicial-caazapa-1-1595577459.66936,382338-adquisicion-lavatorios-distintos-juzgados-circunscripcion-judicial-caazapa-1,Adjudicada,priceOnly,Por Total,goods,"Bienes - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.",,False,9810000,PYG,2020-04-03T10:30:00-04:00,DNCP-SICP-CODE-1379,Circunscripción Judicial del Dpto. Caazapa / Corte Suprema de Justicia
153,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382186-1,2020-07-24T07:57:39-04:00,382186-para-adquisicion-kits-alimentos-1,Para la adquisición de Kits de Alimentos,Municipalidad de Encarnación,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-140,382186-para-adquisicion-kits-alimentos-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382186-para-adquisicion-kits-alimentos-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382186-para-adquisicion-kits-alimentos-1-1595577459.66936,382186-para-adquisicion-kits-alimentos-1,Adjudicada,priceOnly,Por Lote,goods,Bienes - Productos Alimenticios,,False,160000000,PYG,2020-03-25T12:00:00-04:00,DNCP-SICP-CODE-140,Municipalidad de Encarnación
154,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382394-1,2020-07-24T07:57:39-04:00,382394-provision-lavatorios-manos-metalico-1,PROVISION DE LAVATORIOS DE MANOS METALICO,Empresa de Servicios Sanitarios del Paraguay (ESSAP),"Bienes - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.",Anulada o Cancelada,DNCP-SICP-CODE-18,382394-provision-lavatorios-manos-metalico-1,12.0,2020-05-08T12:21:47-04:00,2020-05-21T09:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382394-provision-lavatorios-manos-metalico-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382394-provision-lavatorios-manos-metalico-1-1595577459.66936,382394-provision-lavatorios-manos-metalico-1,Anulada o Cancelada,priceOnly,Por Total,goods,"Bienes - Materiales e insumos eléctricos, metálicos y no metálicos, Plásticos, cauchos. Repuestos, herramientas, cámaras y cubiertas.",,True,161500000,PYG,2020-05-21T09:30:00-04:00,DNCP-SICP-CODE-18,Empresa de Servicios Sanitarios del Paraguay (ESSAP)
155,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-381968-1,2020-07-24T07:57:39-04:00,381968-contratacion-servicio-termografia-infrarroja-medica-marco-emergencia-sanitaria-covid-1,CONTRATACION DE SERVICIO DE TERMOGRAFIA INFRARROJA MEDICA EN EL MARCO DE EMERGENCIA SANITARIA - COVID 19,Dirección Nacional de Aeronáutica Civil (DINAC),Servicios - Servicios Técnicos,Adjudicada,DNCP-SICP-CODE-178,381968-contratacion-servicio-termografia-infrarroja-medica-marco-emergencia-sanitaria-covid-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/381968-contratacion-servicio-termografia-infrarroja-medica-marco-emergencia-sanitaria-covid-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/381968-contratacion-servicio-termografia-infrarroja-medica-marco-emergencia-sanitaria-covid-1-1595577459.66936,381968-contratacion-servicio-termografia-infrarroja-medica-marco-emergencia-sanitaria-covid-1,Adjudicada,priceOnly,Por Total,services,Servicios - Servicios Técnicos,,False,877500000,PYG,2020-03-13T08:30:00-04:00,DNCP-SICP-CODE-178,Dirección Nacional de Aeronáutica Civil (DINAC)
156,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382980-1,2020-07-24T07:57:39-04:00,382980-adquisicion-servicio-provision-distribucion-kits-alimentos-no-perecederos-como-modal-1,Adquisición del Servicio provisión y distribución de kits de alimentos no perecederos como modalidad de subrogación al servicio de almuerzo escolar con fondos del Fonacide en el marco de la Emergencia Sanitaria ? COVID ? 19? ,Municipalidad de Iturbe,"Servicios - Servicios de ceremonial, gastronomico y funerarios",Adjudicada,DNCP-SICP-CODE-294,382980-adquisicion-servicio-provision-distribucion-kits-alimentos-no-perecederos-como-modal-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382980-adquisicion-servicio-provision-distribucion-kits-alimentos-no-perecederos-como-modal-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382980-adquisicion-servicio-provision-distribucion-kits-alimentos-no-perecederos-como-modal-1-1595577459.66936,382980-adquisicion-servicio-provision-distribucion-kits-alimentos-no-perecederos-como-modal-1,Adjudicada,priceOnly,Por Total,services,"Servicios - Servicios de ceremonial, gastronomico y funerarios",,False,207952500,PYG,2020-05-25T07:20:00-04:00,DNCP-SICP-CODE-294,Municipalidad de Iturbe
157,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-383411-1,2020-07-24T07:57:39-04:00,383411-adquisicion-viveres-marco-emergencia-sanitaria-1,ADQUISICION DE VIVERES EN EL MARCO DE LA EMERGENCIA SANITARIA,Municipalidad de Simón Bolivar,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-84,383411-adquisicion-viveres-marco-emergencia-sanitaria-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383411-adquisicion-viveres-marco-emergencia-sanitaria-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383411-adquisicion-viveres-marco-emergencia-sanitaria-1-1595577459.66936,383411-adquisicion-viveres-marco-emergencia-sanitaria-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Productos Alimenticios,,False,167387000,PYG,2020-06-22T07:05:00-04:00,DNCP-SICP-CODE-84,Municipalidad de Simón Bolivar
158,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382232-1,2020-07-24T07:57:39-04:00,382232-adquisicion-articulos-desifectantes-1,ADQUISICION DE ARTICULOS DESIFECTANTES,Ministerio de Obras Públicas y Comunicaciones (MOPC),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Desierta,DNCP-SICP-CODE-20,382232-adquisicion-articulos-desifectantes-1,10.0,2020-04-02T16:53:29-04:00,2020-04-13T10:30:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382232-adquisicion-articulos-desifectantes-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382232-adquisicion-articulos-desifectantes-1-1595577459.66936,382232-adquisicion-articulos-desifectantes-1,Desierta,priceOnly,Combinado,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,531000,PYG,2020-04-13T11:00:00-04:00,DNCP-SICP-CODE-20,Ministerio de Obras Públicas y Comunicaciones (MOPC)
159,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382039-1,2020-07-24T07:57:39-04:00,382039-adquisicion-sistema-medicion-temperatura-corporal-aisp-marco-emergencia-sanitaria-co-1,ADQUISICION DE SISTEMA DE MEDICION DE TEMPERATURA CORPORAL PARA EL AISP EN EL MARCO DE EMERGENCIA SANITARIA COVID-19,Dirección Nacional de Aeronáutica Civil (DINAC),"Bienes - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Adjudicada,DNCP-SICP-CODE-178,382039-adquisicion-sistema-medicion-temperatura-corporal-aisp-marco-emergencia-sanitaria-co-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382039-adquisicion-sistema-medicion-temperatura-corporal-aisp-marco-emergencia-sanitaria-co-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382039-adquisicion-sistema-medicion-temperatura-corporal-aisp-marco-emergencia-sanitaria-co-1-1595577459.66936,382039-adquisicion-sistema-medicion-temperatura-corporal-aisp-marco-emergencia-sanitaria-co-1,Adjudicada,priceOnly,Por Total,goods,"Bienes - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",,False,1290000000,PYG,2020-03-16T14:00:00-04:00,DNCP-SICP-CODE-178,Dirección Nacional de Aeronáutica Civil (DINAC)
160,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382368-1,2020-07-24T07:57:39-04:00,382368-adquisicion-kit-alimentos-familias-afectadas-covid-19-1,ADQUISICION DE KIT DE ALIMENTOS PARA FAMILIAS AFECTADAS POR EL COVID-19.-,Municipalidad de Caacupé,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-269,382368-adquisicion-kit-alimentos-familias-afectadas-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382368-adquisicion-kit-alimentos-familias-afectadas-covid-19-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382368-adquisicion-kit-alimentos-familias-afectadas-covid-19-1-1595577459.66936,382368-adquisicion-kit-alimentos-familias-afectadas-covid-19-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,76500000,PYG,2020-03-30T12:00:00-04:00,DNCP-SICP-CODE-269,Municipalidad de Caacupé
161,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382175-1,2020-07-24T07:57:39-04:00,382175-adquisicion-insumos-hospitalario-hacer-frente-pandemia-covicd-19-1,ADQUISICION DE INSUMOS HOSPITALARIO PARA HACER FRENTE A LA PANDEMIA COVICD 19,Ministerio de Justicia  (MJ),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Anulada o Cancelada,DNCP-SICP-CODE-11,382175-adquisicion-insumos-hospitalario-hacer-frente-pandemia-covicd-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382175-adquisicion-insumos-hospitalario-hacer-frente-pandemia-covicd-19-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382175-adquisicion-insumos-hospitalario-hacer-frente-pandemia-covicd-19-1-1595577459.66936,382175-adquisicion-insumos-hospitalario-hacer-frente-pandemia-covicd-19-1,Anulada o Cancelada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,0,PYG,2020-03-23T12:00:00-04:00,DNCP-SICP-CODE-11,Ministerio de Justicia  (MJ)
162,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382244-1,2020-07-24T07:57:39-04:00,382244-provision-alimentos-familias-escasos-recursos-marco-emergencia-sanitaria-covid-19-1,Provisión de Alimentos para Familias de Escasos Recursos en el marco de la Emergencia Sanitaria ? COVID 19,Municipalidad de Pedro Juan Caballero,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-183,382244-provision-alimentos-familias-escasos-recursos-marco-emergencia-sanitaria-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382244-provision-alimentos-familias-escasos-recursos-marco-emergencia-sanitaria-covid-19-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382244-provision-alimentos-familias-escasos-recursos-marco-emergencia-sanitaria-covid-19-1-1595577459.66936,382244-provision-alimentos-familias-escasos-recursos-marco-emergencia-sanitaria-covid-19-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,2499875000,PYG,2020-03-27T10:00:00-04:00,DNCP-SICP-CODE-183,Municipalidad de Pedro Juan Caballero
163,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382230-1,2020-07-24T07:57:39-04:00,382230-para-adquisicion-insumos-declarados-desiertos-kit-alimentos-1,Para la adquisición de insumos declarados desiertos para el Kit de Alimentos,Municipalidad de Encarnación,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-140,382230-para-adquisicion-insumos-declarados-desiertos-kit-alimentos-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382230-para-adquisicion-insumos-declarados-desiertos-kit-alimentos-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382230-para-adquisicion-insumos-declarados-desiertos-kit-alimentos-1-1595577459.66936,382230-para-adquisicion-insumos-declarados-desiertos-kit-alimentos-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Productos Alimenticios,,False,154000000,PYG,2020-03-25T10:30:00-04:00,DNCP-SICP-CODE-140,Municipalidad de Encarnación
164,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-381998-1,2020-07-24T07:57:39-04:00,381998-adquisicion-toallas-desinfectantes-uso-usuarios-aisp-otros-marco-emergencia-sanitari-1,ADQUISICION DE TOALLAS DESINFECTANTES PARA USO DE USUARIOS EN EL AISP Y OTROS EN EL MARCO DE EMERGENCIA SANITARIA - COVID-19,Dirección Nacional de Aeronáutica Civil (DINAC),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-178,381998-adquisicion-toallas-desinfectantes-uso-usuarios-aisp-otros-marco-emergencia-sanitari-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/381998-adquisicion-toallas-desinfectantes-uso-usuarios-aisp-otros-marco-emergencia-sanitari-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/381998-adquisicion-toallas-desinfectantes-uso-usuarios-aisp-otros-marco-emergencia-sanitari-1-1595577459.66936,381998-adquisicion-toallas-desinfectantes-uso-usuarios-aisp-otros-marco-emergencia-sanitari-1,Adjudicada,priceOnly,Por Total,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,175000000,PYG,2020-03-13T14:00:00-04:00,DNCP-SICP-CODE-178,Dirección Nacional de Aeronáutica Civil (DINAC)
165,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382208-1,2020-07-24T07:57:39-04:00,382208-adquisicion-productos-alimenticios-asistencia-familias-afectadas-1,ADQUISICION DE PRODUCTOS ALIMENTICIOS PARA ASISTENCIA A FAMILIAS AFECTADAS.-,Municipalidad de Caacupé,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-269,382208-adquisicion-productos-alimenticios-asistencia-familias-afectadas-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382208-adquisicion-productos-alimenticios-asistencia-familias-afectadas-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382208-adquisicion-productos-alimenticios-asistencia-familias-afectadas-1-1595577459.66936,382208-adquisicion-productos-alimenticios-asistencia-familias-afectadas-1,Adjudicada,priceOnly,Por Total,goods,Bienes - Productos Alimenticios,,False,119970000,PYG,2020-03-23T12:00:00-04:00,DNCP-SICP-CODE-269,Municipalidad de Caacupé
166,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382431-1,2020-07-24T07:57:39-04:00,382431-adquisicion-insumos-seguridad-sanitaria-laboratorio-emergencia-sanitaria-covid-19-1,ADQUISICIÓN DE INSUMOS DE SEGURIDAD SANITARIA Y DE LABORATORIO POR EMERGENCIA SANITARIA COVID - 19,Servicio Nacional de Calidad y Salud Animal (SENACSA),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-307,382431-adquisicion-insumos-seguridad-sanitaria-laboratorio-emergencia-sanitaria-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382431-adquisicion-insumos-seguridad-sanitaria-laboratorio-emergencia-sanitaria-covid-19-1-1595577459.66936,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382431-adquisicion-insumos-seguridad-sanitaria-laboratorio-emergencia-sanitaria-covid-19-1-1595577459.66936,382431-adquisicion-insumos-seguridad-sanitaria-laboratorio-emergencia-sanitaria-covid-19-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,247181750,PYG,2020-04-06T09:00:00-04:00,DNCP-SICP-CODE-307,Servicio Nacional de Calidad y Salud Animal (SENACSA)
